Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type,address,GNOCDC_LAB,pop
H-06591-18,2,27XX Dante St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),8/6/2018 2:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,BLACK,MALE,23,1,Non-fatal,NA,Incident Report,"2700 Dante St., New Orleans, LA",LEONIDAS,21271
J-24707-18,8,Canal St & Carondelet St,OPEN,35,SIMPLE BATTERY,10/20/2018 2:28,14 35,SIMPLE BATTERY,BLACK,MALE,NA,1,VICTIM,BLACK,MALE,62,1,Non-fatal,NA,Incident Report,"Canal St & Carondelet St., New Orleans, LA",TULANE - GRAVIER,17445
E-07657-18,4,11XX Horace St,OPEN,103D,DISTURBANCE (DOMESTIC),5/6/2018 20:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,14,3,Non-fatal,NA,Incident Report,"1100 Horace St., New Orleans, LA",U.S. NAVAL BASE,18304
B-03835-18,4,26XX General De Gaulle Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2/4/2018 4:43,NA,NA,NA,NA,NA,NA,INTERVIEW,UNKNOWN,MALE,54,3,Non-fatal,NA,Incident Report,"2600 General De Gaulle Dr., New Orleans, LA",BEHRMAN,25562
G-02224-18,2,Dante St & Apple St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),7/2/2018 20:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NA,NA,NA,1,VICTIM,BLACK,FEMALE,32,1,Non-fatal,NA,Incident Report,"Dante St & Apple St., New Orleans, LA",LEONIDAS,21271
D-07960-18,3,S Hennessey St & Banks St,OPEN,65J,UNARMED CARJACKING,4/7/2018 9:10,NA,NA,BLACK,FEMALE,NA,2,WITNESS,WHITE,MALE,34,2,Non-fatal,NA,Incident Report,"S Hennessey St & Banks St., New Orleans, LA",MID-CITY,29937
C-20772-18,7,80XX Brevard Av,OPEN,103D,DISTURBANCE (DOMESTIC),3/17/2018 14:50,NA,NA,NA,NA,NA,NA,REPORTING PERSON,NA,NA,NA,1,Non-fatal,NA,Incident Report,"8000 Brevard Av., New Orleans, LA",LITTLE WOODS,44947
E-35431-18,7,47XX Virgilian St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),5/28/2018 14:15,14 79,VIOLATIONS OF PROTECTIVE ORDERS,BLACK,MALE,33,1,VICTIM,BLACK,FEMALE,33,1,Non-fatal,NA,Incident Report,"4700 Virgilian St., New Orleans, LA",PINES VILLAGE,20976
C-33927-18,8,8XX Royal St,CLOSED,103,DISTURBANCE,3/27/2018 21:00,NA,NA,WHITE,FEMALE,73,2,REPORTING PERSON,WHITE,FEMALE,NA,2,Non-fatal,NA,Incident Report,"800 Royal St., New Orleans, LA",FRENCH QUARTER,15172
K-01005-18,2,2XX Henry Clay Av,OPEN,27-29S,ATTEMPTED SUICIDE,11/1/2018 17:15,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,12,2,Non-fatal,NA,Incident Report,"200 Henry Clay Av., New Orleans, LA",WEST RIVERSIDE,15349
J-28747-18,1,30XX Canal St,OPEN,21,MISCELLANEOUS INCIDENT,10/23/2018 15:04,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,44,1,Non-fatal,NA,Incident Report,"3000 Canal St., New Orleans, LA",MID-CITY,29937
I-35179-18,6,28XX S Claiborne Av,CLOSED,21,MISCELLANEOUS INCIDENT,9/28/2018 9:25,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,28,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2800 S Claiborne Av., New Orleans, LA",CENTRAL CITY,35385
J-00796-18,1,18XX Laharpe St,OPEN,103D,DISTURBANCE (DOMESTIC),10/1/2018 15:05,NA,NA,NA,NA,NA,NA,WITNESS,BLACK,MALE,NA,1,Non-fatal,NA,Incident Report,"1800 Laharpe St., New Orleans, LA",SEVENTH WARD,23878
E-06095-18,2,34XX S Carrollton Av,CLOSED,103,DISTURBANCE,5/5/2018 1:20,54 403,DISTURBING THE PEACE,BLACK,FEMALE,27,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"3400 S Carrollton Av., New Orleans, LA",GERT TOWN,22081
E-23922-18,5,25XX Eads St,OPEN,103D,DISTURBANCE (DOMESTIC),5/19/2018 12:05,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,45,1,Non-fatal,NA,Incident Report,"2500 Eads St., New Orleans, LA",ST. ROCH,32067
D-25305-18,7,Lake Forest Bd & Michoud Bd,CLOSED,17F,FUGITIVE ATTACHMENT,4/21/2018 17:26,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,37,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Lake Forest Bd & Michoud Bd., New Orleans, LA",NA,NA
J-38275-18,3,50XX Old Gentilly Bd,CLOSED,966,DRUG LAW VIOLATION,10/30/2018 13:15,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,FEMALE,21,2,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"5000 Old Gentilly Bd., New Orleans, LA",DESIRE AREA,17275
J-23226-18,6,S Claiborne Av & Jackson Av,CLOSED,17F,FUGITIVE ATTACHMENT,10/19/2018 1:30,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,WHITE,MALE,50,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"S Claiborne Av & Jackson Av., New Orleans, LA",MARLYVILLE - FONTAINEBLEAU,20273
M-00011-19,8,1XX Bourbon St,OPEN,67P,PICKPOCKET,12/1/2018 17:15,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,49,1,Non-fatal,NA,Incident Report,"100 Bourbon St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
B-16212-18,5,51XX Saint Claude Av,CLOSED,30S,HOMICIDE (SHOOTING),2/13/2018 20:12,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,22,1,VICTIM,NA,NA,NA,1,Fatal,NA,Supplemental Report,"5100 Saint Claude Av., New Orleans, LA",HOLY CROSS,12942
A-35117-18,4,13XX Michael St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/30/2018 16:40,14 34.9,BATTERY OF A DATING PARTNER,BLACK,MALE,37,1,VICTIM,BLACK,FEMALE,35,1,Non-fatal,NA,Supplemental Report,"1300 Michael St., New Orleans, LA",U.S. NAVAL BASE,18304
K-40394-18,2,27XX General Pershing St,OPEN,103,DISTURBANCE,11/30/2018 17:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,42,1,Non-fatal,NA,Incident Report,"2700 General Pershing St., New Orleans, LA",MILAN,21588
K-02029-18,3,60XX Music St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,11/2/2018 13:28,14 55,AGG. CRIMINAL DAMAGE,NA,NA,NA,1,VICTIM,BLACK,MALE,23,1,Non-fatal,NA,Incident Report,"6000 Music St., New Orleans, LA",MILNEBURG,14607
L-37086-18,5,31XX N Miro St,OPEN,67A,AUTO THEFT,12/14/2018 1:30,14 67.26,THEFT OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,BLACK,MALE,68,1,Non-fatal,NA,Incident Report,"3100 N Miro St., New Orleans, LA",FLORIDA AREA,9424
H-35223-18,5,20XX Hope St,OPEN,103D,DISTURBANCE (DOMESTIC),8/27/2018 23:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,33,1,Non-fatal,NA,Incident Report,"2000 Hope St., New Orleans, LA",SEVENTH WARD,23878
C-14302-18,8,N Rampart & Frenchmen St,OPEN,21P,LOST PROPERTY,3/12/2018 14:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,21,1,Non-fatal,NA,Supplemental Report,"N Rampart & Frenchmen St., New Orleans, LA",ST. CLAUDE,18616
B-21974-18,8,3XX Canal St,OPEN,21,MISCELLANEOUS INCIDENT,2/18/2018 15:01,PROBATION AND PAROLE,VIOLATION#,BLACK,MALE,37,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"300 Canal St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
A-28278-18,4,Gen De Gaulle Exit St & US90B,OPEN,35,SIMPLE BATTERY,1/24/2018 16:15,14 35,SIMPLE BATTERY,BLACK,MALE,NA,1,VICTIM,BLACK,MALE,8,1,Non-fatal,NA,Incident Report,"Gen De Gaulle Exit St & US90B., New Orleans, LA",NA,NA
C-26532-18,8,4XX Bourbon St,OPEN,21P,LOST PROPERTY,3/21/2018 2:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"400 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
J-34526-18,3,Chef Menteur Hw & Louisa St,CLOSED,56,SIMPLE CRIMINAL DAMAGE,10/27/2018 23:35,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,44,1,VICTIM,BLACK,MALE,64,1,Non-fatal,NA,Incident Report,"Chef Menteur Hw & Louisa St., New Orleans, LA",LAKE CATHERINE,2564
G-30972-18,2,33XX Short St,OPEN,37,AGGRAVATED ASSAULT,7/25/2018 11:35,NA,NA,BLACK,MALE,NA,1,WITNESS,BLACK,MALE,25,2,Non-fatal,NA,Incident Report,"3300 Short St., New Orleans, LA",GERT TOWN,22081
H-28301-18,1,4XX S Broad St,OPEN,67,THEFT,8/22/2018 15:35,NA,NA,BLACK,FEMALE,NA,1,REPORTING PERSON,ASIAN,FEMALE,NA,2,Non-fatal,NA,Incident Report,"400 S Broad St., New Orleans, LA",TULANE - GRAVIER,17445
D-20822-18,6,21XX Oretha Castle Haley,OPEN,63,TRESPASSING,4/18/2018 6:21,14 63,CRIMINAL TRESPASS,NA,NA,NA,1,VICTIM,WHITE,MALE,35,1,Non-fatal,NA,Incident Report,"2100 Oretha Castle Haley., New Orleans, LA",CENTRAL CITY,35385
L-31963-18,6,26XX Dryades St,CLOSED,67,THEFT,12/25/2018 2:00,54 186,THEFT,BLACK,MALE,55,1,VICTIM,WHITE,MALE,24,1,Non-fatal,NA,Incident Report,"2600 Dryades St., New Orleans, LA",CENTRAL CITY,35385
G-02669-18,5,60XX N Claiborne Av,OPEN,103,DISTURBANCE,7/3/2018 11:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,HISPANIC,FEMALE,30,1,Non-fatal,NA,Incident Report,"6000 N Claiborne Av., New Orleans, LA",LOWER NINTH WARD,9228
A-22734-18,5,30XX Law St,OPEN,103D,DISTURBANCE (DOMESTIC),1/20/2018 9:09,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,51,2,Non-fatal,NA,Incident Report,"3000 Law St., New Orleans, LA",FLORIDA AREA,9424
I-24834-18,7,60XX Downman Rd 12,OPEN,103D,DISTURBANCE (DOMESTIC),9/20/2018 10:30,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,37,1,Non-fatal,NA,Incident Report,"6000 Downman Rd 12., New Orleans, LA",PINES VILLAGE,20976
B-29231-18,7,74XX Strathmore Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/24/2018 3:38,14 62,SIMPLE BURGLARY,BLACK,MALE,NA,2,VICTIM,BLACK,MALE,35,1,Non-fatal,NA,Incident Report,"7400 Strathmore Dr., New Orleans, LA",LITTLE WOODS,44947
D-35922-18,3,44XX S Carrollton Av,OPEN,103,DISTURBANCE,4/27/2018 13:45,NA,NA,NA,NA,NA,NA,INTERVIEW,HISPANIC,FEMALE,13,5,Non-fatal,NA,Incident Report,"4400 S Carrollton Av., New Orleans, LA",MID-CITY,29937
K-04862-18,6,28XX Clara St,OPEN,67AR,AUTO THEFT & RECOVERY,11/4/2018 18:22,14 67.26,THEFT OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,BLACK,FEMALE,44,1,Non-fatal,NA,Incident Report,"2800 Clara St., New Orleans, LA",CENTRAL CITY,35385
I-03522-18,5,25XX Piety St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),9/3/2018 23:40,NA,NA,NA,NA,NA,NA,VICTIM,BLACK,FEMALE,51,1,Non-fatal,NA,Supplemental Report,"2500 Piety St., New Orleans, LA",FLORIDA AREA,9424
E-37568-18,7,79XX Gentilly Rd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),5/29/2018 22:45,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,NA,NA,1,VICTIM,BLACK,MALE,56,1,Non-fatal,NA,Incident Report,"7900 Gentilly Rd., New Orleans, LA",VIAVANT - VENETIAN ISLES,26085
B-19583-18,7,67XX Foch Rd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/12/2018 0:30,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,BLACK,FEMALE,41,1,Non-fatal,NA,Incident Report,"6700 Foch Rd., New Orleans, LA",PINES VILLAGE,20976
G-25662-18,1,N Prieur St & Saint Louis St,OPEN,67AR,AUTO THEFT & RECOVERY,7/21/2018 1:26,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,NA,1,VICTIM,WHITE,MALE,32,1,Non-fatal,NA,Incident Report,"N Prieur St & Saint Louis St., New Orleans, LA",ST. ROCH,32067
K-14186-18,8,Ursulines St & N Peters St,OPEN,21,MISCELLANEOUS INCIDENT,11/11/2018 18:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Ursulines St & N Peters St., New Orleans, LA",TREME - LAFITTE,18492
F-19074-18,3,25XX Myrtle St,CLOSED,17F,FUGITIVE ATTACHMENT,6/16/2018 10:55,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,35,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2500 Myrtle St., New Orleans, LA",GENTILLY TERRACE,23183
G-13897-18,6,10XX Thalia St,OPEN,103D,DISTURBANCE (DOMESTIC),7/11/2018 20:05,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,34,1,Non-fatal,NA,Incident Report,"1000 Thalia St., New Orleans, LA",LOWER GARDEN DISTRICT,18708
F-06731-18,7,76XX Sandy Cove Dr,CLOSED,103F,DISTURBANCE (FIGHT),6/6/2018 11:43,NA,NA,BLACK,MALE,21,4,VICTIM,BLACK,FEMALE,22,3,Non-fatal,NA,Incident Report,"7600 Sandy Cove Dr., New Orleans, LA",LITTLE WOODS,44947
E-36089-18,5,20XX St Bernard Ave Av,OPEN,67S,SHOPLIFTING,5/29/2018 9:10,NA,NA,BLACK,MALE,NA,1,REPORTING PERSON,BLACK,FEMALE,48,1,Non-fatal,NA,Incident Report,"2000 St Bernard Ave Av., New Orleans, LA",SEVENTH WARD,23878
A-09849-18,6,19XX Tchoupitoulas St,CLOSED,67S,SHOPLIFTING,1/9/2018 10:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,70,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1900 Tchoupitoulas St., New Orleans, LA",ST. THOMAS DEV,9002
H-13654-18,7,Chef Menteur Hw & Crowder Bd,OPEN,103,DISTURBANCE,8/11/2018 15:25,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,FEMALE,50,2,Non-fatal,NA,Incident Report,"Chef Menteur Hw & Crowder Bd., New Orleans, LA",LAKE CATHERINE,2564
J-34405-18,3,Gentilly Bd & Elysian Fields Av,CLOSED,966,DRUG LAW VIOLATION,10/27/2018 22:00,54 342.5,CERTAIN POSSESSION OF FIREARMS,BLACK,MALE,22,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Gentilly Bd & Elysian Fields Av., New Orleans, LA",DILLARD,14753
B-13059-18,8,Canal St & N Peters St,OPEN,67P,PICKPOCKET,2/11/2018 15:30,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,81,1,Non-fatal,NA,Incident Report,"Canal St & N Peters St., New Orleans, LA",TULANE - GRAVIER,17445
L-15065-18,7,130XX S I-10 Service Rd,CLOSED,67A,AUTO THEFT,12/11/2018 19:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,FEMALE,14,3,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"13000 S I-10 Service Rd., New Orleans, LA",READ BLVD EAST,21863
G-16491-18,8,5XX Port Of New Orleans,OPEN,67S,SHOPLIFTING,7/13/2018 18:55,NA,NA,BLACK,MALE,NA,1,REPORTING PERSON,BLACK,FEMALE,24,0,Non-fatal,NA,Incident Report,"500 Port Of New Orleans., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
J-35082-18,1,4XX N Carrollton Av,OPEN,103,DISTURBANCE,10/28/2018 11:00,NA,NA,BLACK,MALE,NA,1,INTERVIEW,WHITE,MALE,36,1,Non-fatal,NA,Incident Report,"400 N Carrollton Av., New Orleans, LA",MID-CITY,29937
K-38624-18,7,49XX Donna Dr,OPEN,103M,DISTURBANCE (MENTAL),11/29/2018 13:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,41,1,Non-fatal,NA,Incident Report,"4900 Donna Dr., New Orleans, LA",READ BLVD WEST,16788
E-03857-18,4,7XX Huntlee Dr,OPEN,103D,DISTURBANCE (DOMESTIC),5/3/2018 21:01,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,28,3,Non-fatal,NA,Incident Report,"700 Huntlee Dr., New Orleans, LA",OLD AURORA,40130
C-26418-18,2,25XX Joliet St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),3/21/2018 20:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NA,NA,NA,1,VICTIM,WHITE,MALE,38,1,Non-fatal,NA,Incident Report,"2500 Joliet St., New Orleans, LA",LEONIDAS,21271
D-34042-18,8,5XX Port Of New Orleans Pl,OPEN,67S,SHOPLIFTING,4/28/2018 13:16,NA,NA,BLACK,MALE,NA,1,REPORTING PERSON,BLACK,FEMALE,35,1,Non-fatal,NA,Incident Report,"500 Port Of New Orleans Pl., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
G-21200-18,4,6XX Elmira St,OPEN,67B,BICYCLE THEFT,7/17/2018 18:00,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,43,1,Non-fatal,NA,Incident Report,"600 Elmira St., New Orleans, LA",ALGIERS POINT,12848
C-29663-18,1,2XX N Broad St,OPEN,67S,SHOPLIFTING,3/24/2018 13:30,NA,NA,BLACK,MALE,NA,1,REPORTING PERSON,BLACK,MALE,27,2,Non-fatal,NA,Incident Report,"200 N Broad St., New Orleans, LA",TULANE - GRAVIER,17445
E-24673-18,8,3XX Royal St,CLOSED,17F,FUGITIVE ATTACHMENT,5/20/2018 1:15,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,27,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"300 Royal St., New Orleans, LA",FRENCH QUARTER,15172
K-17289-18,1,3XX N Jefferson Davis Pw,OPEN,67,THEFT,11/7/2018 20:00,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"300 N Jefferson Davis Pw., New Orleans, LA",MID-CITY,29937
C-19927-18,7,90XX Bunker Hill St,CLOSED,67A,AUTO THEFT,3/16/2018 20:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"9000 Bunker Hill St., New Orleans, LA",LITTLE WOODS,44947
G-32155-18,8,8XX Conti St,OPEN,67F,THEFT BY FRAUD,7/22/2018 14:00,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,WHITE,MALE,26,1,Non-fatal,NA,Incident Report,"800 Conti St., New Orleans, LA",FRENCH QUARTER,15172
J-00134-18,5,18XX Allen St,OPEN,56,SIMPLE CRIMINAL DAMAGE,10/1/2018 3:00,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,45,1,VICTIM,BLACK,FEMALE,50,1,Non-fatal,NA,Incident Report,"1800 Allen St., New Orleans, LA",SEVENTH WARD,23878
G-16805-18,2,52XX Magazine St K,OPEN,103D,DISTURBANCE (DOMESTIC),7/14/2018 0:18,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,MALE,48,1,Non-fatal,NA,Incident Report,"5200 Magazine St K., New Orleans, LA",WEST RIVERSIDE,15349
D-23494-18,2,31XX Hollygrove St,OPEN,103D,DISTURBANCE (DOMESTIC),4/20/2018 8:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,81,1,Non-fatal,NA,Incident Report,"3100 Hollygrove St., New Orleans, LA",HOLLYGROVE,11723
C-25916-18,3,2XX N Carrollton Av,OPEN,64,ARMED ROBBERY,3/21/2018 14:24,NA,NA,BLACK,MALE,NA,1,WITNESS,NA,NA,58,8,Non-fatal,NA,Incident Report,"200 N Carrollton Av., New Orleans, LA",MID-CITY,29937
B-30176-18,5,24XX N Miro St,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/25/2018 3:37,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2400 N Miro St., New Orleans, LA",ST. ROCH,32067
A-04394-18,2,94XX Fig St,OPEN,103D,DISTURBANCE (DOMESTIC),1/4/2018 15:35,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,65,3,Non-fatal,NA,Incident Report,"9400 Fig St., New Orleans, LA",HOLLYGROVE,11723
S-00134-18,8,1XX Roosevelt Wy,OPEN,67B,BICYCLE THEFT,7/22/2018 1:15,14 67,THEFT,NA,NA,NA,1,VICTIM,HISPANIC,FEMALE,26,1,Non-fatal,NA,Incident Report,"100 Roosevelt Wy., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
D-36413-18,1,27XX Tulane Av,OPEN,21,MISCELLANEOUS INCIDENT,4/30/2018 15:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,NA,1,Non-fatal,NA,Incident Report,"2700 Tulane Av., New Orleans, LA",MID-CITY,29937
G-06934-18,7,Read Bd & Hammond Rd,CLOSED,103,DISTURBANCE,7/6/2018 16:30,NA,NA,BLACK,FEMALE,38,2,VICTIM,BLACK,FEMALE,38,1,Non-fatal,NA,Incident Report,"Read Bd & Hammond Rd., New Orleans, LA",NA,NA
F-35500-18,7,101XX Curran Bd B46,OPEN,67,THEFT,6/28/2018 13:45,NA,NA,UNKNOWN,NA,NA,1,VICTIM,BLACK,FEMALE,23,1,Non-fatal,NA,Incident Report,"10100 Curran Bd B46., New Orleans, LA",LITTLE WOODS,44947
H-13369-18,8,4XX Bourbon St,OPEN,67P,PICKPOCKET,8/11/2018 1:45,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,30,1,Non-fatal,NA,Incident Report,"400 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
B-17683-18,3,36XX Cadillac St,OPEN,103D,DISTURBANCE (DOMESTIC),2/15/2018 0:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,25,2,Non-fatal,NA,Incident Report,"3600 Cadillac St., New Orleans, LA",ST. BERNARD AREA,8349
H-24816-18,8,27XX Tulane Av,CLOSED,21,MISCELLANEOUS INCIDENT,8/20/2018 5:45,NA,NA,WHITE,MALE,34,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2700 Tulane Av., New Orleans, LA",MID-CITY,29937
L-16119-18,8,4XX Common St,OPEN,103D,DISTURBANCE (DOMESTIC),12/13/2018 3:30,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,MALE,50,2,Non-fatal,NA,Incident Report,"400 Common St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
C-18285-18,2,19XX Audubon St,OPEN,67A,AUTO THEFT,3/15/2018 16:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"1900 Audubon St., New Orleans, LA",AUDUBON,37946
L-36866-18,6,36XX Coliseum St 201,OPEN,29,DEATH,12/29/2018 7:55,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,NA,1,Non-fatal,NA,Incident Report,"3600 Coliseum St 201., New Orleans, LA",TOURO,16244
L-21739-18,8,7XX Bourbon St,OPEN,67P,PICKPOCKET,12/13/2018 23:30,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,20,1,Non-fatal,NA,Incident Report,"700 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
G-09748-18,4,36XX General De Gaulle Dr,OPEN,67S,SHOPLIFTING,7/8/2018 17:46,14 67,THEFT,BLACK,FEMALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"3600 General De Gaulle Dr., New Orleans, LA",BEHRMAN,25562
J-16383-18,4,13XX Flanders St 2,OPEN,56,SIMPLE CRIMINAL DAMAGE,10/13/2018 17:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NA,NA,NA,1,VICTIM,BLACK,MALE,46,1,Non-fatal,NA,Incident Report,"1300 Flanders St 2., New Orleans, LA",U.S. NAVAL BASE,18304
B-20321-18,8,2XX Bourbon St,OPEN,103F,DISTURBANCE (FIGHT),2/17/2018 3:27,54 153,CRIMINAL TRESPASS,BLACK,FEMALE,29,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"200 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
I-38259-18,6,23XX Saint Thomas St,OPEN,103D,DISTURBANCE (DOMESTIC),9/30/2018 20:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,16,1,Non-fatal,NA,Incident Report,"2300 Saint Thomas St., New Orleans, LA",ST. THOMAS DEV,9002
A-21599-18,2,90XX Edinburgh St,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,1/19/2018 4:00,14 103,DISTURBING THE PEACE,BLACK,MALE,45,1,VICTIM,BLACK,FEMALE,43,1,Non-fatal,NA,Supplemental Report,"9000 Edinburgh St., New Orleans, LA",HOLLYGROVE,11723
K-27097-18,6,22XX Martin Luther King Jr Bd,OPEN,35,SIMPLE BATTERY,11/20/2018 18:00,14 63,CRIMINAL TRESPASS,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,2,Non-fatal,NA,Incident Report,"2200 Martin Luther King Jr Bd., New Orleans, LA",CENTRAL CITY,35385
H-31742-18,5,15XX Louisa St,OPEN,103D,DISTURBANCE (DOMESTIC),8/25/2018 2:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,21,1,Non-fatal,NA,Incident Report,"1500 Louisa St., New Orleans, LA",ST. CLAUDE,18616
L-39264-18,2,35XX S Carrollton Av,OPEN,103D,DISTURBANCE (DOMESTIC),12/31/2018 1:50,NA,NA,NA,NA,NA,NA,REPORTING PERSON,HISPANIC,FEMALE,22,1,Non-fatal,NA,Incident Report,"3500 S Carrollton Av., New Orleans, LA",GERT TOWN,22081
E-24135-18,5,I-10 & Elysian Fields,OPEN,21,MISCELLANEOUS INCIDENT,5/19/2018 15:30,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,39,1,Non-fatal,NA,Incident Report,"I-10 & Elysian Fields., New Orleans, LA",NA,NA
